zipcode,rate
85554,183.94
85501,183.94
85542,183.94
85541,183.94
85192,
85547,183.94
85532,183.94
85545,183.94
85544,183.94
85135,183.94
85550,183.94
85539,
85643,
85548,209.35
85543,209.35
85531,209.35
85530,209.35
85546,209.35
85535,209.35
85552,209.35
85551,209.35
85536,209.35
85922,209.35
85533,209.35
85534,
85540,209.35
85344,195.66
85359,195.66
85346,195.66
85371,195.66
85348,195.66
85357,195.66
85334,195.66
85325,195.66
85328,195.66
85248,
85337,166.13
85064,166.13
85208,166.13
85202,166.13
85023,166.13
85018,166.13
85039,166.13
85297,166.13
85271,166.13
85016,166.13
85046,166.13
85061,166.13
85043,166.13
85373,166.13
85007,166.13
85038,166.13
85214,166.13
85075,166.13
85063,166.13
85331,166.13
85295,166.13
85236,166.13
85062,166.13
85376,166.13
85033,166.13
85305,166.13
85006,166.13
85065,166.13
85234,166.13
85040,166.13
85275,166.13
85001,166.13
85032,166.13
85269,166.13
85042,166.13
85323,166.13
85259,166.13
85074,166.13
85066,166.13
85396,166.13
85287,166.13
85031,166.13
85069,166.13
85041,166.13
85002,166.13
85268,166.13
85003,166.13
85067,166.13
85068,166.13
85306,166.13
85213,166.13
85210,166.13
85224,166.13
85072,166.13
85284,166.13
85004,166.13
85286,166.13
85071,166.13
85070,166.13
85073,166.13
85372,166.13
85005,166.13
85285,166.13
85207,166.13
85019,166.13
85216,166.13
85097,166.13
85045,166.13
85333,
85258,166.13
85082,166.13
85296,166.13
85076,166.13
85037,166.13
85322,166.13
85022,166.13
85358,166.13
85008,166.13
85080,166.13
85310,166.13
85078,166.13
85375,166.13
85127,166.13
85079,166.13
85190,166.13
85257,166.13
85353,166.13
85307,166.13
85201,166.13
85309,166.13
85351,166.13
85246,166.13
85010,166.13
85209,166.13
85308,166.13
85086,166.13
85085,166.13
85009,166.13
85015,166.13
85087,166.13
85083,166.13
85299,166.13
85377,166.13
85021,166.13
85244,166.13
85044,166.13
85274,166.13
85020,166.13
85318,166.13
85014,166.13
85119,
85354,166.13
85335,166.13
85311,166.13
85011,166.13
85098,166.13
85320,166.13
85312,166.13
85355,166.13
85374,166.13
85036,166.13
85013,166.13
85035,166.13
85120,
85012,166.13
85215,166.13
85034,166.13
85381,166.13
85017,166.13
85256,166.13
85051,166.13
85048,166.13
85345,166.13
85139,
85212,
85338,166.13
85361,166.13
85380,166.13
85385,166.13
85304,166.13
85379,166.13
85395,166.13
85025,166.13
85030,166.13
85060,166.13
85378,166.13
85298,166.13
85383,166.13
85326,166.13
85206,166.13
85233,166.13
85260,166.13
85382,166.13
85211,166.13
85261,166.13
85283,166.13
85363,166.13
85267,166.13
85277,166.13
85024,166.13
85203,166.13
85280,166.13
85301,166.13
85329,166.13
85340,166.13
85303,166.13
85050,166.13
85205,166.13
85251,166.13
85255,166.13
85226,166.13
85266,166.13
85053,166.13
85225,166.13
85204,166.13
85250,166.13
85029,166.13
85339,166.13
85054,166.13
85249,166.13
85392,166.13
85282,166.13
85388,166.13
85343,166.13
85262,166.13
85327,166.13
85264,166.13
85281,166.13
85254,166.13
85142,
85028,166.13
85387,166.13
85302,166.13
85342,166.13
85027,166.13
85390,
85253,166.13
85263,166.13
85026,166.13
85252,166.13
86446,166.13
86411,166.13
86443,166.13
86432,166.13
86442,166.13
86406,166.13
86409,166.13
86427,166.13
86412,166.13
86431,166.13
86445,166.13
86413,166.13
86426,166.13
86444,166.13
86429,166.13
86430,166.13
86441,166.13
86405,166.13
85360,166.13
86436,166.13
86021,166.13
86433,166.13
86434,166.13
86403,166.13
86404,166.13
86440,166.13
86401,166.13
86437,166.13
86402,166.13
86439,166.13
86438,166.13
85941,166.13
86047,166.13
85929,166.13
85926,166.13
85928,166.13
86039,166.13
85901,166.13
86025,166.13
86029,166.13
85912,166.13
85939,166.13
86510,166.13
85933,166.13
86031,166.13
85942,166.13
86034,166.13
85937,166.13
85923,166.13
86030,166.13
86520,166.13
86033,166.13
86042,166.13
85934,166.13
85935,166.13
85911,166.13
86054,166.13
86043,166.13
85902,166.13
86032,166.13
85619,165.5
85756,165.5
85714,165.5
85731,165.5
85751,165.5
85601,165.5
85750,165.5
85602,
85653,
85702,165.5
85732,165.5
85713,165.5
85701,165.5
85755,165.5
85712,165.5
85754,165.5
85703,165.5
85641,165.5
85705,165.5
85706,165.5
85704,165.5
85752,165.5
85709,165.5
85708,165.5
85707,165.5
85711,165.5
85710,165.5
85723,165.5
85652,165.5
85717,165.5
85757,165.5
85715,165.5
85716,165.5
85634,165.5
85730,165.5
85775,165.5
85721,165.5
85720,165.5
85722,165.5
85719,165.5
85718,165.5
85321,165.5
85728,165.5
85633,165.5
85724,165.5
85726,165.5
85622,165.5
85725,165.5
85654,165.5
85742,165.5
85733,165.5
85734,165.5
85614,165.5
85611,
85748,165.5
85736,165.5
85749,165.5
85741,165.5
85637,
85735,165.5
85658,
85738,165.5
85645,
85740,165.5
85737,165.5
85739,
85629,165.5
85743,165.5
85639,165.5
85747,165.5
85746,165.5
85745,165.5
85744,165.5
85341,165.5
85139,
85128,183.94
85623,183.94
85172,183.94
85212,
85618,183.94
85191,183.94
85602,
85192,
85123,183.94
85119,
85118,183.94
85117,183.94
85122,183.94
85193,183.94
85120,
85194,183.94
85121,183.94
85131,183.94
85658,
85248,
85653,
85631,183.94
85130,183.94
85138,183.94
85132,183.94
85178,183.94
85137,183.94
85739,
85141,183.94
85140,183.94
85539,
85173,183.94
85143,183.94
85142,
85145,183.94
85147,183.94
85640,165.5
85648,165.5
85621,165.5
85662,165.5
85645,
85624,165.5
85646,165.5
85637,
85611,
85628,165.5
86336,
86320,183.94
86329,183.94
86343,183.94
86312,183.94
86315,183.94
86302,183.94
86327,183.94
86303,183.94
86305,183.94
86342,183.94
86338,183.94
85332,183.94
86337,183.94
86304,183.94
86314,183.94
86341,183.94
86313,183.94
86340,183.94
85324,183.94
86323,183.94
86335,183.94
86326,183.94
86301,183.94
86332,183.94
86321,183.94
86322,183.94
86331,183.94
85362,183.94
86324,183.94
86333,183.94
86325,183.94
86334,183.94
86351,183.94
85390,
85347,195.66
85349,195.66
85336,195.66
85350,195.66
85352,195.66
85333,
85356,195.66
85369,195.66
85364,195.66
85367,195.66
85365,195.66
85366,195.66
72134,
72175,
72048,183.94
72055,
72140,183.94
72160,
72073,
72003,183.94
72026,183.94
72038,183.94
72042,183.94
72166,183.94
72554,
71661,
71663,
71676,
71646,
71635,183.94
71642,
71220,
71658,183.94
72658,195.66
72519,
72642,195.66
72537,195.66
72617,
72538,
72659,195.66
72531,
72623,195.66
72544,
72635,195.66
72654,195.66
72651,195.66
72653,
72626,195.66
72734,
72756,
72738,
72747,195.66
74346,
72739,195.66
72722,195.66
72732,195.66
72715,
72768,195.66
72761,
72764,
72745,195.66
72758,195.66
72757,195.66
72712,195.66
72714,195.66
72711,195.66
72718,195.66
72733,195.66
72736,195.66
72716,195.66
72762,
72751,195.66
72719,195.66
72704,
65739,
72630,195.66
72644,
72611,
72682,
72602,195.66
72633,
72685,
72662,
72615,195.66
72601,
71631,183.94
71660,
71651,183.94
71647,183.94
71256,
71671,
71675,
71766,
71742,
71744,165.5
71701,
71720,
71745,165.5
72632,
72740,
72611,
72631,195.66
72638,
72662,
72616,
72624,
72660,195.66
72613,195.66
71640,183.94
71661,
71663,
71653,183.94
71638,
71676,
71772,166.13
71999,166.13
71943,
71721,166.13
71921,
71728,166.13
71920,166.13
71929,
71962,166.13
71998,166.13
71743,166.13
71763,
71923,
72424,183.94
72456,183.94
72430,183.94
72422,
72435,
72454,183.94
72464,183.94
72413,
72470,183.94
72436,
72441,183.94
72461,
72450,
72453,
72550,
72088,
72545,166.13
72530,
72153,
72523,
72137,
72534,
72546,166.13
72044,
72179,166.13
72067,
72131,
72130,166.13
72143,
72121,
72543,166.13
72581,166.13
71660,
71665,
71725,
71667,
71671,
71652,183.94
71603,
71770,
71764,
71044,
71860,
71752,
71753,
71861,
71754,165.5
71740,165.5
72823,
72157,166.13
72080,
72025,
72156,166.13
72001,
72110,166.13
72013,
72125,
72027,
72127,166.13
72107,166.13
72030,
72063,
72031,
72403,183.94
72427,183.94
72472,
72417,183.94
72411,183.94
72402,183.94
72404,183.94
72437,183.94
72416,
72476,
72414,183.94
72438,
72419,
72467,183.94
72479,
72450,
72447,183.94
72401,
72421,
72952,209.35
72774,
72956,209.35
72947,
72753,
72921,209.35
72955,209.35
72935,209.35
72957,209.35
72959,
72948,
72934,209.35
72932,209.35
72946,
72364,183.94
72332,183.94
72346,
72331,
72376,
72348,
72386,
72384,183.94
72325,183.94
72303,183.94
72301,183.94
72327,183.94
72339,183.94
72429,
72331,
72373,183.94
72346,
72347,
72101,
72396,
72324,
72387,183.94
72326,
72084,
71748,183.94
71256,
71763,
71725,
71742,
71720,
71923,
71639,
71643,
71662,
71638,
71666,183.94
71630,183.94
71670,
71654,183.94
72379,183.94
71674,183.94
71638,
71642,
71656,183.94
71667,
71646,
71675,
71671,
71670,
71655,
71657,183.94
71677,183.94
72035,166.13
72113,
72173,166.13
72034,166.13
72039,
72027,
72106,
72181,166.13
72058,166.13
72045,
72047,166.13
72120,
72033,166.13
72111,
72032,166.13
72131,
72023,
72061,166.13
72076,
72928,
72721,
72930,
72727,
72933,
72820,209.35
72949,
72821,
72959,
72941,
72947,
72951,
72946,
72513,
72578,183.94
72587,
72531,
72515,183.94
72520,183.94
72544,
72542,
72583,183.94
72539,183.94
72554,
72538,
72565,
72576,183.94
72529,
71933,
72104,
71902,166.13
71901,
71949,
71910,166.13
71909,
71903,166.13
71956,166.13
71914,166.13
71964,
71913,
72087,
71968,166.13
72167,
72065,
72079,
72128,
72057,166.13
71603,
72084,
71602,
72132,
72015,
72129,166.13
72150,
72425,
72412,183.94
72443,183.94
72476,
72435,
72416,
72474,183.94
72436,
72461,
72401,
72453,
72450,
72451,183.94
71859,
71801,
71802,165.5
71862,165.5
71831,
71857,
71825,165.5
71835,
71838,
71855,165.5
71847,165.5
71852,
71933,
72167,
72128,
71901,
71942,166.13
72105,166.13
72104,
71964,
71941,166.13
71913,
71929,
71921,
71943,
72084,
71923,
71831,
71859,
71833,
71959,
71838,
71851,165.5
71971,
71852,
71973,
72564,183.94
72579,
72553,183.94
72521,
72503,183.94
72165,183.94
72534,
72522,183.94
72572,
72562,183.94
72550,
72020,
72568,
72527,183.94
72112,
72523,
72526,183.94
72524,183.94
72571,183.94
72501,
72575,183.94
72512,183.94
72513,
72566,183.94
72565,
72517,183.94
72532,
72556,183.94
72577,
72519,
72573,183.94
72584,183.94
72536,183.94
72540,183.94
72560,
72501,
72561,183.94
72585,183.94
72528,183.94
72587,
72473,183.94
72431,183.94
72471,
72347,
72169,183.94
72112,
72014,183.94
72101,
72005,183.94
72020,
72043,183.94
72479,
72421,
72075,183.94
72175,
71611,183.94
72133,183.94
71665,
71603,
72079,
72168,183.94
71659,183.94
71644,
71667,
72132,
71613,183.94
72160,
72004,183.94
72182,183.94
71612,183.94
72055,
71601,
72152,183.94
72072,
71602,
72046,
72150,
72073,
72846,
72847,
72852,
72949,
72854,
72821,
72752,
72830,209.35
72832,209.35
72839,
72840,209.35
72845,209.35
71801,
71827,
71826,165.5
71861,
71860,
71845,165.5
72471,
72455,
72572,
72458,183.94
72433,183.94
72457,183.94
72465,183.94
72476,
72434,
72410,183.94
72459,
72415,183.94
72440,183.94
72466,
72445,183.94
72469,
72372,
72311,183.94
72360,183.94
72352,183.94
72374,
72348,
72335,
72320,183.94
72366,
72341,183.94
72368,
72392,
72355,
71639,
71662,
71603,
71643,
71601,
71644,
71667,
71655,
71678,183.94
71820,165.5
71822,165.5
71836,165.5
71835,
71846,
71866,165.5
71865,165.5
71853,165.5
72951,
72928,
72927,
72826,209.35
72835,209.35
72851,209.35
72943,
72834,
72855,209.35
72933,
72865,209.35
72863,209.35
72949,
72842,
72024,
72160,
72037,166.13
72142,
72176,
72083,166.13
72046,
72023,
72072,
72007,166.13
72076,
72086,
72776,195.66
72727,
72756,
72738,
72703,
72740,
72760,195.66
72852,
72959,
72752,
72773,
72742,
72721,
72632,
72668,195.66
72677,195.66
72644,
72661,195.66
72675,
72687,
72672,195.66
72633,
72619,195.66
72682,
72634,195.66
65761,
72639,
72653,
72601,
71840,165.5
71834,165.5
71075,
71839,165.5
71069,
71837,165.5
71838,
71854,165.5
72358,183.94
72313,183.94
72330,183.94
72426,183.94
72428,183.94
72370,183.94
72395,
72316,183.94
72315,183.94
72310,183.94
72321,183.94
72442,183.94
72351,183.94
72329,183.94
72319,183.94
72350,183.94
72386,
72438,
72354,
72338,
72391,183.94
72419,
72036,
72392,
72134,
72108,183.94
72366,
72041,
72069,
72029,183.94
72021,
72368,
71949,
71935,
71933,
71965,166.13
71957,166.13
71960,166.13
71961,
71943,
71966,166.13
71969,166.13
71970,166.13
71857,
71858,165.5
71722,165.5
71770,
71764,
71828,165.5
71827,
71752,
71726,
71860,
71835,
71864,165.5
72611,
72640,195.66
72856,
72616,
72641,195.66
72666,195.66
72628,195.66
72752,
72655,195.66
72742,
72740,
72648,195.66
72685,
72683,195.66
72852,
72670,195.66
72839,
72854,
72624,
72601,
72638,
71751,165.5
71766,
71857,
71763,
71762,
71726,
71764,
71720,
71701,
71711,165.5
72857,
72001,
72025,
72126,
72125,
72853,
72016,
72070,166.13
72312,183.94
72355,
72342,183.94
72374,
72366,
72333,183.94
72383,183.94
72353,183.94
72390,183.94
72369,183.94
72367,183.94
72328,183.94
72389,183.94
72069,
71952,166.13
71950,166.13
71958,166.13
71935,
71959,
71940,166.13
71922,166.13
71971,
71921,
71852,
71943,
72347,
72472,
72429,
72432,183.94
72324,
72386,
72475,183.94
72377,183.94
72365,183.94
72421,
72354,
72479,
72419,
71953,
71932,209.35
71961,
71937,
71945,209.35
71841,
71944,209.35
71972,209.35
71973,
72856,
72080,
72837,166.13
72679,
72858,166.13
72846,
72847,
72376,
72645,
72812,166.13
72811,166.13
72802,166.13
72801,166.13
72839,
72823,
72063,
72843,166.13
72686,
72170,166.13
72024,
72017,166.13
72064,166.13
72023,
72134,
72176,
72040,
72066,166.13
72041,
72060,
